Home_team,Season,attendance,Week
Houston Oilers,1993,58519,3
Green Bay Packers,1993,Bye,3
Detroit Lions,1993,69039,3
Denver Broncos,1993,78453,3
Tampa Bay Buccaneers,1993,Bye,3
Cleveland Browns,1993,48617,3
Cincinnati Bengals,1993,53682,3
Chicago Bears,1993,Bye,3
Buffalo Bills,1993,Bye,3
Atlanta Falcons,1993,63032,3
Philadelphia Eagles,1993,65435,3
Phoenix Cardinals,1993,73025,3
Pittsburgh Steelers,1993,53682,3
San Diego Chargers,1993,58519,3
San Francisco 49ers,1993,63032,3
Seattle Seahawks,1993,50392,3
New York Giants,1993,76213,3
Washington Redskins,1993,65435,3
Dallas Cowboys,1993,73025,3
New York Jets,1993,Bye,3
New Orleans Saints,1993,69041,4
New England Patriots,1993,64836,4
Minnesota Vikings,1993,61077,4
Miami Dolphins,1993,79635,4
Los Angeles Rams,1993,53072,4
Los Angeles Raiders,1993,Bye,4
Kansas City Chiefs,1993,Bye,4
Indianapolis Colts,1993,59654,4
Houston Oilers,1993,53072,4
Green Bay Packers,1993,61077,4
Detroit Lions,1993,57180,4
Denver Broncos,1993,Bye,4
Tampa Bay Buccaneers,1993,58329,4
Cleveland Browns,1993,59654,4
Cincinnati Bengals,1993,46880,4
Chicago Bears,1993,58329,4
Buffalo Bills,1993,79635,4
Atlanta Falcons,1993,65477,4
Philadelphia Eagles,1993,Bye,4
Phoenix Cardinals,1993,57180,4
Pittsburgh Steelers,1993,65477,4
San Diego Chargers,1993,Bye,4
San Francisco 49ers,1993,69041,4
Seattle Seahawks,1993,46880,4
New York Giants,1993,Bye,4
Washington Redskins,1993,Bye,4
Dallas Cowboys,1993,Bye,4
New York Jets,1993,64836,4
New Orleans Saints,1993,50709,5
New England Patriots,1993,Bye,5
Minnesota Vikings,1993,63071,5
Miami Dolphins,1993,68568,5
Los Angeles Rams,1993,50709,5
Los Angeles Raiders,1993,77395,5
Kansas City Chiefs,1993,77395,5
Indianapolis Colts,1993,74953,5
Houston Oilers,1993,Bye,5
Green Bay Packers,1993,63568,5
Detroit Lions,1993,40794,5
Denver Broncos,1993,74953,5
Tampa Bay Buccaneers,1993,40794,5
Cleveland Browns,1993,Bye,5
Cincinnati Bengals,1993,Bye,5
Chicago Bears,1993,57441,5
Buffalo Bills,1993,79283,5
Atlanta Falcons,1993,57441,5
Philadelphia Eagles,1993,72593,5
Phoenix Cardinals,1993,Bye,5
Pittsburgh Steelers,1993,Bye,5
San Diego Chargers,1993,54778,5
San Francisco 49ers,1993,63071,5
Seattle Seahawks,1993,54778,5
New York Giants,1993,79283,5
Washington Redskins,1993,68568,5
Dallas Cowboys,1993,63568,5
New York Jets,1993,72593,5
New Orleans Saints,1993,Bye,6
New England Patriots,1993,36115,6
Minnesota Vikings,1993,53562,6
Miami Dolphins,1993,78138,6
Los Angeles Rams,1993,Bye,6
Los Angeles Raiders,1993,41627,6
Kansas City Chiefs,1993,75493,6
Indianapolis Colts,1993,60453,6
Houston Oilers,1993,79613,6
Green Bay Packers,1993,58943,6
Detroit Lions,1993,Bye,6
Denver Broncos,1993,58943,6
Tampa Bay Buccaneers,1993,53562,6
Cleveland Browns,1993,78138,6
Cincinnati Bengals,1993,75493,6
Chicago Bears,1993,63601,6
Buffalo Bills,1993,79613,6
Atlanta Falcons,1993,Bye,6
Philadelphia Eagles,1993,63601,6
Phoenix Cardinals,1993,36115,6
Pittsburgh Steelers,1993,55264,6
San Diego Chargers,1993,55264,6
San Francisco 49ers,1993,Bye,6
Seattle Seahawks,1993,Bye,6
New York Giants,1993,53715,6
Washington Redskins,1993,53715,6
Dallas Cowboys,1993,60453,6
New York Jets,1993,41627,6
New Orleans Saints,1993,56056,7
New England Patriots,1993,51037,7
Minnesota Vikings,1993,Bye,7
Miami Dolphins,1993,Bye,7
Los Angeles Rams,1993,45231,7
Los Angeles Raiders,1993,75712,7
Kansas City Chiefs,1993,60729,7
Indianapolis Colts,1993,Bye,7
Houston Oilers,1993,51037,7
Green Bay Packers,1993,Bye,7
Detroit Lions,1993,60801,7
Denver Broncos,1993,75712,7
Tampa Bay Buccaneers,1993,Bye,7
Cleveland Browns,1993,55647,7
Cincinnati Bengals,1993,55647,7
Chicago Bears,1993,Bye,7
Buffalo Bills,1993,Bye,7
Atlanta Falcons,1993,45231,7
Philadelphia Eagles,1993,76050,7
Phoenix Cardinals,1993,48143,7
Pittsburgh Steelers,1993,56056,7
San Diego Chargers,1993,60729,7
San Francisco 49ers,1993,65099,7
Seattle Seahawks,1993,60801,7
New York Giants,1993,76050,7
Washington Redskins,1993,48143,7
Dallas Cowboys,1993,65099,7
New York Jets,1993,Bye,7
New Orleans Saints,1993,69043,8
New England Patriots,1993,56526,8
Minnesota Vikings,1993,64677,8
Miami Dolphins,1993,57301,8
Los Angeles Rams,1993,43850,8
Los Angeles Raiders,1993,Bye,8
Kansas City Chiefs,1993,Bye,8
Indianapolis Colts,1993,57301,8
Houston Oilers,1993,50039,8
Green Bay Packers,1993,47354,8
Detroit Lions,1993,43850,8
Denver Broncos,1993,Bye,8
Tampa Bay Buccaneers,1993,47354,8
Cleveland Browns,1993,78118,8
Cincinnati Bengals,1993,50039,8
Chicago Bears,1993,64677,8
Buffalo Bills,1993,71541,8
Atlanta Falcons,1993,69043,8
Philadelphia Eagles,1993,Bye,8
Phoenix Cardinals,1993,62020,8
Pittsburgh Steelers,1993,78118,8
San Diego Chargers,1993,Bye,8
San Francisco 49ers,1993,62020,8
Seattle Seahawks,1993,56526,8
New York Giants,1993,Bye,8
Washington Redskins,1993,Bye,8
Dallas Cowboys,1993,Bye,8
New York Jets,1993,71541,8
New Orleans Saints,1993,36778,9
New England Patriots,1993,46522,9
Minnesota Vikings,1993,53739,9
Miami Dolphins,1993,67765,9
Los Angeles Rams,1993,63417,9
Los Angeles Raiders,1993,45122,9
Kansas City Chiefs,1993,67765,9
Indianapolis Colts,1993,46522,9
Houston Oilers,1993,Bye,9
Green Bay Packers,1993,58945,9
Detroit Lions,1993,53739,9
Denver Broncos,1993,73644,9
Tampa Bay Buccaneers,1993,50647,9
Cleveland Browns,1993,Bye,9
Cincinnati Bengals,1993,Bye,9
Chicago Bears,1993,58945,9
Buffalo Bills,1993,79106,9
Atlanta Falcons,1993,50647,9
Philadelphia Eagles,1993,61912,9
Phoenix Cardinals,1993,36778,9
Pittsburgh Steelers,1993,Bye,9
San Diego Chargers,1993,45122,9
San Francisco 49ers,1993,63417,9
Seattle Seahawks,1993,73644,9
New York Giants,1993,71659,9
Washington Redskins,1993,79106,9
Dallas Cowboys,1993,61912,9
New York Jets,1993,71659,9
Detroit Lions,1994,60740,1
Atlanta Falcons,1994,60740,1
Buffalo Bills,1994,79460,1
Chicago Bears,1994,61844,1
Cincinnati Bengals,1994,52778,1
Cleveland Browns,1994,52778,1
Dallas Cowboys,1994,60156,1
Washington Redskins,1994,52930,1
Denver Broncos,1994,74032,1
Tampa Bay Buccaneers,1994,61844,1
Seattle Seahawks,1994,52930,1
San Francisco 49ers,1994,68032,1
San Diego Chargers,1994,74032,1
Pittsburgh Steelers,1994,60156,1
Philadelphia Eagles,1994,76130,1
New York Jets,1994,79460,1
New York Giants,1994,76130,1
New Orleans Saints,1994,69362,1
New England Patriots,1994,69613,1
Minnesota Vikings,1994,59487,1
Miami Dolphins,1994,69613,1
Los Angeles Rams,1994,32969,1
Los Angeles Raiders,1994,68032,1
Kansas City Chiefs,1994,69362,1
Indianapolis Colts,1994,47372,1
Houston Oilers,1994,47372,1
Green Bay Packers,1994,59487,1
Arizona Cardinals,1994,32969,1
Detroit Lions,1994,54995,10
Atlanta Falcons,1994,59217,10
Buffalo Bills,1994,66949,10
Chicago Bears,1994,60821,10
Cincinnati Bengals,1994,46630,10
Cleveland Browns,1994,73878,10
Dallas Cowboys,1994,64836,10
Washington Redskins,1994,54335,10
Denver Broncos,1994,48103,10
Tampa Bay Buccaneers,1994,60821,10
Seattle Seahawks,1994,46630,10
San Francisco 49ers,1994,54335,10
San Diego Chargers,1994,59217,10
Pittsburgh Steelers,1994,47822,10
Philadelphia Eagles,1994,64952,10
New York Jets,1994,66949,10
New York Giants,1994,64836,10
New Orleans Saints,1994,57564,10
New England Patriots,1994,73878,10
Minnesota Vikings,1994,57564,10
Miami Dolphins,1994,67863,10
Los Angeles Rams,1994,48103,10
Los Angeles Raiders,1994,78709,10
Kansas City Chiefs,1994,78709,10
Indianapolis Colts,1994,67863,10
Houston Oilers,1994,47822,10
Green Bay Packers,1994,54995,10
Arizona Cardinals,1994,64952,10
Detroit Lions,1994,50814,11
Atlanta Falcons,1994,60313,11
Buffalo Bills,1994,59019,11
Chicago Bears,1994,65006,11
Cincinnati Bengals,1994,54908,11
Cleveland Browns,1994,65233,11
Dallas Cowboys,1994,69014,11
Washington Redskins,1994,Bye,11
Denver Broncos,1994,71290,11
Tampa Bay Buccaneers,1994,50814,11
Seattle Seahawks,1994,71290,11
San Francisco 49ers,1994,69014,11
San Diego Chargers,1994,76997,11
Pittsburgh Steelers,1994,59019,11
Philadelphia Eagles,1994,65233,11
New York Jets,1994,58307,11
New York Giants,1994,71719,11
New Orleans Saints,1994,60313,11
New England Patriots,1994,58382,11
Minnesota Vikings,1994,58382,11
Miami Dolphins,1994,65006,11
Los Angeles Rams,1994,65208,11
Los Angeles Raiders,1994,65208,11
Kansas City Chiefs,1994,76997,11
Indianapolis Colts,1994,Bye,11
Houston Oilers,1994,54908,11
Green Bay Packers,1994,58307,11
Arizona Cardinals,1994,71719,11
Detroit Lions,1994,55035,12
Atlanta Falcons,1994,70594,12
Buffalo Bills,1994,79029,12
Chicago Bears,1994,55035,12
Cincinnati Bengals,1994,55556,12
Cleveland Browns,1994,69121,12
Dallas Cowboys,1994,64644,12
Washington Redskins,1994,64644,12
Denver Broncos,1994,70594,12
Tampa Bay Buccaneers,1994,37466,12
Seattle Seahawks,1994,37466,12
San Francisco 49ers,1994,62774,12
San Diego Chargers,1994,59690,12
Pittsburgh Steelers,1994,59148,12
Philadelphia Eagles,1994,62779,12
New York Jets,1994,60687,12
New York Giants,1994,53201,12
New Orleans Saints,1994,41722,12
New England Patriots,1994,59690,12
Minnesota Vikings,1994,60687,12
Miami Dolphins,1994,59148,12
Los Angeles Rams,1994,62774,12
Los Angeles Raiders,1994,41722,12
Kansas City Chiefs,1994,69121,12
Indianapolis Colts,1994,55556,12
Houston Oilers,1994,53201,12
Green Bay Packers,1994,79029,12
Arizona Cardinals,1994,62779,12
Detroit Lions,1994,75672,13
Atlanta Falcons,1994,60008,13
Buffalo Bills,1994,75672,13
Chicago Bears,1994,65922,13
Cincinnati Bengals,1994,69714,13
Cleveland Browns,1994,65088,13
Dallas Cowboys,1994,64597,13
Washington Redskins,1994,43384,13
Denver Broncos,1994,69714,13
Tampa Bay Buccaneers,1994,47259,13
Seattle Seahawks,1994,54120,13
San Francisco 49ers,1994,61304,13
San Diego Chargers,1994,59579,13
Pittsburgh Steelers,1994,58327,13
Philadelphia Eagles,1994,60008,13
New York Jets,1994,75606,13
New York Giants,1994,43384,13
New Orleans Saints,1994,61304,13
New England Patriots,1994,43839,13
Minnesota Vikings,1994,47259,13
Miami Dolphins,1994,75606,13
Los Angeles Rams,1994,59579,13
Los Angeles Raiders,1994,58327,13
Kansas City Chiefs,1994,54120,13
Indianapolis Colts,1994,43839,13
Houston Oilers,1994,65088,13
Green Bay Packers,1994,64597,13
Arizona Cardinals,1994,65922,13
Detroit Lions,1994,76338,14
Atlanta Falcons,1994,60549,14
Buffalo Bills,1994,69358,14
Chicago Bears,1994,61483,14
Cincinnati Bengals,1994,53401,14
Cleveland Browns,1994,72068,14
Dallas Cowboys,1994,65974,14
Washington Redskins,1994,45121,14
Denver Broncos,1994,77631,14
Tampa Bay Buccaneers,1994,45121,14
Seattle Seahawks,1994,39574,14
San Francisco 49ers,1994,60549,14
San Diego Chargers,1994,63012,14
Pittsburgh Steelers,1994,53401,14
Philadelphia Eagles,1994,65974,14
New York Jets,1994,60138,14
New York Giants,1994,72068,14
New Orleans Saints,1994,34960,14
New England Patriots,1994,60138,14
Minnesota Vikings,1994,61483,14
Miami Dolphins,1994,69358,14
Los Angeles Rams,1994,34960,14
Los Angeles Raiders,1994,63012,14
Kansas City Chiefs,1994,77631,14
Indianapolis Colts,1994,39574,14
Houston Oilers,1994,39821,14
Green Bay Packers,1994,76338,14
Arizona Cardinals,1994,39821,14
Detroit Lions,1994,56080,15
Atlanta Falcons,1994,61307,15
Buffalo Bills,1994,66501,15
Chicago Bears,1994,57927,15
Cincinnati Bengals,1994,67530,15
Cleveland Browns,1994,64286,15
Dallas Cowboys,1994,64286,15
Washington Redskins,1994,53790,15
Denver Broncos,1994,60016,15
Tampa Bay Buccaneers,1994,34150,15
Seattle Seahawks,1994,31453,15
San Francisco 49ers,1994,62105,15
San Diego Chargers,1994,62105,15
Pittsburgh Steelers,1994,55474,15
Philadelphia Eagles,1994,55474,15
New York Jets,1994,56080,15
New York Giants,1994,67530,15
New Orleans Saints,1994,61307,15
New England Patriots,1994,57656,15
Minnesota Vikings,1994,66501,15
Miami Dolphins,1994,71578,15
Los Angeles Rams,1994,34150,15
Los Angeles Raiders,1994,60016,15
Kansas City Chiefs,1994,71578,15
Indianapolis Colts,1994,57656,15
Houston Oilers,1994,31453,15
Green Bay Packers,1994,57927,15
Arizona Cardinals,1994,53790,15
Detroit Lions,1994,73881,16
Atlanta Falcons,1994,54885,16
Buffalo Bills,1994,56784,16
Chicago Bears,1994,56276,16
Cincinnati Bengals,1994,50110,16
Cleveland Browns,1994,60808,16
Dallas Cowboys,1994,67323,16
Washington Redskins,1994,47315,16
Denver Broncos,1994,69242,16
Tampa Bay Buccaneers,1994,47315,16
Seattle Seahawks,1994,53301,16
San Francisco 49ers,1994,69242,16
San Diego Chargers,1994,48213,16
Pittsburgh Steelers,1994,60808,16
Philadelphia Eagles,1994,64540,16
New York Jets,1994,48213,16
New York Giants,1994,64540,16
New Orleans Saints,1994,67323,16
New England Patriots,1994,56784,16
Minnesota Vikings,1994,73881,16
Miami Dolphins,1994,58867,16
Los Angeles Rams,1994,56276,16
Los Angeles Raiders,1994,53301,16
Kansas City Chiefs,1994,74474,16
Indianapolis Colts,1994,58867,16
Houston Oilers,1994,74474,16
Green Bay Packers,1994,54885,16
Arizona Cardinals,1994,50110,16
Detroit Lions,1994,70980,17
Atlanta Falcons,1994,35311,17
Buffalo Bills,1994,38458,17
Chicago Bears,1994,60178,17
Cincinnati Bengals,1994,39923,17
Cleveland Browns,1994,54180,17
Dallas Cowboys,1994,66943,17
Washington Redskins,1994,25705,17
Denver Broncos,1994,64445,17
Tampa Bay Buccaneers,1994,65076,17
Seattle Seahawks,1994,54180,17
San Francisco 49ers,1994,63326,17
San Diego Chargers,1994,58379,17
Pittsburgh Steelers,1994,58379,17
Philadelphia Eagles,1994,39923,17
New York Jets,1994,31176,17
New York Giants,1994,66943,17
New Orleans Saints,1994,64445,17
New England Patriots,1994,60178,17
Minnesota Vikings,1994,63326,17
Miami Dolphins,1994,70980,17
Los Angeles Rams,1994,25705,17
Los Angeles Raiders,1994,64130,17
Kansas City Chiefs,1994,64130,17
Indianapolis Colts,1994,38458,17
Houston Oilers,1994,31176,17
Green Bay Packers,1994,65076,17
Arizona Cardinals,1994,35311,17
Detroit Lions,1994,57349,2
Atlanta Falcons,1994,55378,2
Buffalo Bills,1994,60274,2
Chicago Bears,1994,64890,2
Cincinnati Bengals,1994,53217,2
Cleveland Browns,1994,77774,2
Dallas Cowboys,1994,64402,2
Washington Redskins,1994,58049,2
Denver Broncos,1994,73436,2
Tampa Bay Buccaneers,1994,36631,2
Seattle Seahawks,1994,47319,2
San Francisco 49ers,1994,79907,2
San Diego Chargers,1994,53217,2
Pittsburgh Steelers,1994,77774,2
Philadelphia Eagles,1994,64890,2
New York Jets,1994,73436,2
New York Giants,1994,60066,2
New Orleans Saints,1994,58049,2
New England Patriots,1994,60274,2
Minnesota Vikings,1994,57349,2
Miami Dolphins,1994,55011,2
Los Angeles Rams,1994,55378,2
Los Angeles Raiders,1994,47319,2
Kansas City Chiefs,1994,79907,2
Indianapolis Colts,1994,36631,2
Houston Oilers,1994,64402,2
Green Bay Packers,1994,55011,2
Arizona Cardinals,1994,60066,2
Detroit Lions,1994,64102,3
Atlanta Falcons,1994,67357,3
Buffalo Bills,1994,55424,3
Chicago Bears,1994,61073,3
Cincinnati Bengals,1994,46640,3
Cleveland Browns,1994,62818,3
Dallas Cowboys,1994,64102,3
Washington Redskins,1994,77298,3
Denver Broncos,1994,75764,3
Tampa Bay Buccaneers,1994,45522,3
Seattle Seahawks,1994,65536,3
San Francisco 49ers,1994,56479,3
San Diego Chargers,1994,65536,3
Pittsburgh Steelers,1994,54040,3
Philadelphia Eagles,1994,63922,3
New York Jets,1994,68192,3
New York Giants,1994,77298,3
New Orleans Saints,1994,45522,3
New England Patriots,1994,46640,3
Minnesota Vikings,1994,61073,3
Miami Dolphins,1994,68192,3
Los Angeles Rams,1994,56479,3
Los Angeles Raiders,1994,75764,3
Kansas City Chiefs,1994,67357,3
Indianapolis Colts,1994,54040,3
Houston Oilers,1994,55424,3
Green Bay Packers,1994,63922,3
Arizona Cardinals,1994,62818,3
Detroit Lions,1994,59618,4
Atlanta Falcons,1994,53238,4
Buffalo Bills,1994,75373,4
Chicago Bears,1994,70806,4
Cincinnati Bengals,1994,44253,4
Cleveland Browns,1994,55821,4
Dallas Cowboys,1994,Bye,4
Washington Redskins,1994,53238,4
Denver Broncos,1994,75373,4
Tampa Bay Buccaneers,1994,58551,4
Seattle Seahawks,1994,59637,4
San Francisco 49ers,1994,63971,4
San Diego Chargers,1994,55385,4
Pittsburgh Steelers,1994,59637,4
Philadelphia Eagles,1994,Bye,4
New York Jets,1994,70806,4
New York Giants,1994,Bye,4
New Orleans Saints,1994,63971,4
New England Patriots,1994,59618,4
Minnesota Vikings,1994,64035,4
Miami Dolphins,1994,64035,4
Los Angeles Rams,1994,78184,4
Los Angeles Raiders,1994,55385,4
Kansas City Chiefs,1994,78184,4
Indianapolis Colts,1994,55821,4
Houston Oilers,1994,44253,4
Green Bay Packers,1994,58551,4
Arizona Cardinals,1994,Bye,4
Detroit Lions,1994,38012,5
Atlanta Falcons,1994,34599,5
Buffalo Bills,1994,62406,5
Chicago Bears,1994,62406,5
Cincinnati Bengals,1994,55056,5
Cleveland Browns,1994,76188,5
Dallas Cowboys,1994,55394,5
Washington Redskins,1994,55394,5
Denver Broncos,1994,Bye,5
Tampa Bay Buccaneers,1994,38012,5
Seattle Seahawks,1994,49876,5
San Francisco 49ers,1994,64771,5
San Diego Chargers,1994,Bye,5
Pittsburgh Steelers,1994,57274,5
Philadelphia Eagles,1994,64771,5
New York Jets,1994,76188,5
New York Giants,1994,55076,5
New Orleans Saints,1994,55076,5
New England Patriots,1994,57522,5
Minnesota Vikings,1994,67950,5
Miami Dolphins,1994,55056,5
Los Angeles Rams,1994,34599,5
Los Angeles Raiders,1994,Bye,5
Kansas City Chiefs,1994,Bye,5
Indianapolis Colts,1994,49876,5
Houston Oilers,1994,57274,5
Green Bay Packers,1994,57522,5
Arizona Cardinals,1994,67950,5
Detroit Lions,1994,77340,6
Atlanta Falcons,1994,52633,6
Buffalo Bills,1994,79491,6
Chicago Bears,1994,63822,6
Cincinnati Bengals,1994,Bye,6
Cleveland Browns,1994,Bye,6
Dallas Cowboys,1994,64518,6
Washington Redskins,1994,63947,6
Denver Broncos,1994,63872,6
Tampa Bay Buccaneers,1994,52633,6
Seattle Seahawks,1994,63872,6
San Francisco 49ers,1994,77340,6
San Diego Chargers,1994,62923,6
Pittsburgh Steelers,1994,Bye,6
Philadelphia Eagles,1994,63947,6
New York Jets,1994,64934,6
New York Giants,1994,77294,6
New Orleans Saints,1994,63822,6
New England Patriots,1994,59889,6
Minnesota Vikings,1994,77294,6
Miami Dolphins,1994,79491,6
Los Angeles Rams,1994,58911,6
Los Angeles Raiders,1994,59889,6
Kansas City Chiefs,1994,62923,6
Indianapolis Colts,1994,64934,6
Houston Oilers,1994,Bye,6
Green Bay Packers,1994,58911,6
Arizona Cardinals,1994,64518,6
Detroit Lions,1994,Bye,7
Atlanta Falcons,1994,67298,7
Buffalo Bills,1994,79404,7
Chicago Bears,1994,Bye,7
Cincinnati Bengals,1994,55353,7
Cleveland Browns,1994,50364,7
Dallas Cowboys,1994,64703,7
Washington Redskins,1994,50019,7
Denver Broncos,1994,75151,7
Tampa Bay Buccaneers,1994,Bye,7
Seattle Seahawks,1994,Bye,7
San Francisco 49ers,1994,67298,7
San Diego Chargers,1994,50565,7
Pittsburgh Steelers,1994,55353,7
Philadelphia Eagles,1994,64703,7
New York Jets,1994,71123,7
New York Giants,1994,40747,7
New Orleans Saints,1994,50565,7
New England Patriots,1994,71123,7
Minnesota Vikings,1994,Bye,7
Miami Dolphins,1994,69380,7
Los Angeles Rams,1994,40747,7
Los Angeles Raiders,1994,69380,7
Kansas City Chiefs,1994,75151,7
Indianapolis Colts,1994,79404,7
Houston Oilers,1994,50364,7
Green Bay Packers,1994,Bye,7
Arizona Cardinals,1994,50019,7
Detroit Lions,1994,73574,8
Atlanta Falcons,1994,42192,8
Buffalo Bills,1994,Bye,8
Chicago Bears,1994,73574,8
Cincinnati Bengals,1994,77588,8
Cleveland Browns,1994,77588,8
Dallas Cowboys,1994,71023,8
Washington Redskins,1994,57879,8
Denver Broncos,1994,61626,8
Tampa Bay Buccaneers,1994,62741,8
Seattle Seahawks,1994,78847,8
San Francisco 49ers,1994,62741,8
San Diego Chargers,1994,61626,8
Pittsburgh Steelers,1994,71819,8
Philadelphia Eagles,1994,65233,8
New York Jets,1994,Bye,8
New York Giants,1994,71819,8
New Orleans Saints,1994,47908,8
New England Patriots,1994,Bye,8
Minnesota Vikings,1994,63041,8
Miami Dolphins,1994,Bye,8
Los Angeles Rams,1994,47908,8
Los Angeles Raiders,1994,42192,8
Kansas City Chiefs,1994,78847,8
Indianapolis Colts,1994,57879,8
Houston Oilers,1994,65233,8
Green Bay Packers,1994,63041,8
Arizona Cardinals,1994,71023,8
Detroit Lions,1994,75124,9
Atlanta Falcons,1994,Bye,9
Buffalo Bills,1994,79501,9
Chicago Bears,1994,47381,9
Cincinnati Bengals,1994,57096,9
Cleveland Browns,1994,73190,9
Dallas Cowboys,1994,57096,9
Washington Redskins,1994,53530,9
Denver Broncos,1994,73190,9
Tampa Bay Buccaneers,1994,42110,9
Seattle Seahawks,1994,59001,9
San Francisco 49ers,1994,Bye,9
San Diego Chargers,1994,59001,9
Pittsburgh Steelers,1994,73400,9
Philadelphia Eagles,1994,53530,9
New York Jets,1994,44350,9
New York Giants,1994,75124,9
New Orleans Saints,1994,Bye,9
New England Patriots,1994,59167,9
Minnesota Vikings,1994,42110,9
Miami Dolphins,1994,59167,9
Los Angeles Rams,1994,Bye,9
Los Angeles Raiders,1994,40473,9
Kansas City Chiefs,1994,79501,9
Indianapolis Colts,1994,44350,9
Houston Oilers,1994,40473,9
Green Bay Packers,1994,47381,9
Arizona Cardinals,1994,73400,9
St. Louis Rams,1995,60104,1
